"id","service_a","service_b","service_c","service_d","service_e","service_f","service_g","service_h","service_i","service_j","service_k","service_l","service_m","service_n"
16757,0.14684997995928,0.331330237639989,0.429111062796449,0.0915549157857053,0.050874078120732,0.0292269871619776,0.240616245180727,0.298142583993444,0.0699909796436942,0.683663673358325,0.230098539586726,0.106937995083311,0.0886369844304835,0.196926709881538
9752,0.471797323135755,0.0354231785597618,0.264135482108713,0.0153646544659929,0.050874078120732,0.0292269871619776,0.0521715378311937,0.800389206798607,0.0272586600527575,0.941873122114503,0.679650313964849,0.106937995083311,0.724159224859696,0.178366566511882
12839,0.0850553412970118,0.0094315238835628,0.458278434197914,0.40453069603673,0.0396110361718034,0.0292269871619776,0.192109960915128,0.298142583993444,0.0658488537682087,0.819734692777382,0.537851822204541,0.845719684188346,0.205833236480104,0.144416821695463
7689,0.68756648269698,0.581873810837441,0.808801609840224,0.070967904116565,0.050874078120732,0.0292269871619776,0.183660357275726,0.298142583993444,0.0555568604476672,0.849836110352363,0.779090412455613,0.106937995083311,0.528876177355895,0.346462227288211
6885,0.471797323135755,0.407282211220452,0.537096102739576,0.0153646544659929,0.050874078120732,0.521017718370543,0.14892582318994,0.906876712960512,0.0533262714808288,0.798207104296905,0.912914405865066,0.694238990378984,0.116461962373936,0.178366566511882
2103,0.267370686118546,0.331330237639989,0.264135482108713,0.0153646544659929,0.050874078120732,0.129656702674306,0.0394101585710642,0.573366547441206,0.0165255394700901,0.525124686363295,0.751095526993002,0.283106561014682,0.316095306306889,0.222921544292408
8661,0.471797323135755,0.200485736551481,0.630527629264928,0.0174918749466119,0.0273797455810564,0.0292269871619776,0.0529210528980084,0.542863983755488,0.1337493053721,0.849836110352363,0.779090412455613,0.106937995083311,0.470281688544233,0.391370615813799
15658,0.471797323135755,0.331330237639989,0.395310089765321,0.0223349733144193,0.050874078120732,0.142377623520391,0.345859946315374,0.298142583993444,0.0625564847793581,0.820026062054118,0.779090412455613,0.106937995083311,0.0886369844304835,0.158694394457716
15109,0.781499161247004,0.531287557027156,0.584067479859247,0.0153646544659929,0.050874078120732,0.0292269871619776,0.106346461896012,0.298142583993444,0.108032267514379,0.849836110352363,0.80778173060696,0.106937995083311,0.442568013146967,0.324097851535459
602,0.471797323135755,0.310207000627144,0.264135482108713,0.00221613499768103,0.050874078120732,0.0292269871619776,0.0726080541087185,0.862806393618686,0.0594624948645096,0.588916203957905,0.57507385758652,0.951024333523482,0.317326763509689,0.396039280558747
15931,0.587623861380641,0.322832544752433,0.196531791831111,0.0153646544659929,0.050874078120732,0.0292269871619776,0.0421703416279847,0.298142583993444,0.0890416516238793,0.849836110352363,0.833080860001237,0.851309578833713,0.261830060300739,0.294510367943769
17554,0.270880133794795,0.331330237639989,0.264135482108713,0.0153646544659929,0.050874078120732,0.163158671549612,0.0521715378311937,0.840181400685284,0.017734289084298,0.910655731040029,0.869076062916686,0.892621856681419,0.288252712570203,0.178366566511882
9944,0.471797323135755,0.0781800453994279,0.215592217065157,0.0153646544659929,0.050874078120732,0.0292269871619776,0.0521715378311937,0.69158123554788,0.0794841789285608,0.849836110352363,0.779090412455613,0.839178154387503,0.280093938959201,0.171091626658469
14340,0.471797323135755,0.572406301650195,0.441225939998956,0.0153646544659929,0.050874078120732,0.8140333429195,0.254876890925824,0.298142583993444,0.00400952755301907,0.871893814485491,0.779090412455613,0.106937995083311,0.27523090082949,0.178366566511882
4356,0.464695467349451,0.331330237639989,0.300683996735138,0.0153646544659929,0.050874078120732,0.0292269871619776,0.0521715378311937,0.298142583993444,0.0124896443583527,0.717010280866431,0.535795306395869,0.864596758190762,0.0886369844304835,0.151669817957491
2011,0.791629054639507,0.469181397191039,0.198811113684726,0.0153646544659929,0.050874078120732,0.0292269871619776,0.0694137662991387,0.454658254654649,0.0751455673949431,0.849836110352363,0.779090412455613,0.890343556895953,0.247522420466105,0.321665868903646
7164,0.471797323135755,0.590619309043532,0.53345116852996,0.17092389313304,0.0852182285003142,0.0292269871619776,0.0521715378311937,0.434894338682443,0.0380139024174559,0.849836110352363,0.779090412455613,0.0755031774637453,0.259851994057748,0.208900896838826
2177,0.471797323135755,0.973993443788636,0.264135482108713,0.155347251085158,0.050874078120732,0.0158988901511816,0.0521715378311937,0.677060374947491,0.0171805815965129,0.849836110352363,0.59232612440402,0.363317899556882,0.0886369844304835,0.107063947632907
1758,0.398428610773151,0.319365957508421,0.463477664794421,0.0153646544659929,0.050874078120732,0.0292269871619776,0.0521715378311937,0.52898189764104,0.0165255394700901,0.9026884976827,0.625947287727721,0.106937995083311,0.0886369844304835,0.0512451436715224
523,0.732388206086476,0.236707454683122,0.222078995306037,0.0153646544659929,0.050874078120732,0.0292269871619776,0.0635076482048366,0.85440378628952,0.0721043759381777,0.849836110352363,0.779090412455613,0.756918740114042,0.204591098976006,0.296519979057998
14416,0.471797323135755,0.101295391504464,0.127718474170028,0.093225531483898,0.050874078120732,0.0292269871619776,0.0804743857212633,0.298142583993444,0.00991490617040819,0.660264425578336,0.809722972742988,0.193134198182203,0.0886369844304835,0.13804396180217
10480,0.918222852882006,0.173278372404323,0.200915584904369,0.0363265941194061,0.050874078120732,0.320054090361322,0.0996231760182032,0.689200918363857,0.0165255394700901,0.651539206706424,0.779090412455613,0.106937995083311,0.614179641376628,0.178366566511882
11159,0.471797323135755,0.809781751922334,0.264135482108713,0.167913252899132,0.050874078120732,0.225433720653129,0.112843487528365,0.298142583993444,0.1031051657802,0.776382917455317,0.692935025525053,0.884300274664604,0.320695996812937,0.248338279614862
11900,0.471797323135755,0.146998675837843,0.0785774651010942,0.125093388493373,0.050874078120732,0.0292269871619776,0.0324616637274413,0.509023556656182,0.0695630951556051,0.849836110352363,0.779090412455613,0.936804109707288,0.337965278563394,0.245893486524562
12495,0.471797323135755,0.331330237639989,0.184135702675454,0.0283841726810583,0.050874078120732,0.0292269871619776,0.126255674271588,0.298142583993444,0.0277105343326811,0.921412621924498,0.950271196923383,0.296637773028641,0.0886369844304835,0.178366566511882
15241,0.577873425449183,0.836333500037818,0.435177521794297,0.334291757986672,0.050874078120732,0.269863935991416,0.0898946740046572,0.298142583993444,0.0658427011514505,0.856545647110001,0.420449829456445,0.437032320066528,0.0886369844304835,0.0903089339451601
8262,0.755824863383516,0.56956399651065,0.401160824001485,0.0153646544659929,0.050874078120732,0.0292269871619776,0.0102097752124315,0.948745045703612,0.0653546222905008,0.849836110352363,0.892662618470454,0.811504734527609,0.228316887105323,0.119026609131443
1556,0.550598521931234,0.173493084307899,0.844126323100799,0.0153646544659929,0.050874078120732,0.732319598887982,0.297732976041155,0.298142583993444,0.0442202629895566,0.849836110352363,0.779090412455613,0.911275792446043,0.23075045152128,0.435942450064937
14591,0.427088131431467,0.331330237639989,0.662992680627851,0.0153646544659929,0.050874078120732,0.531908961748088,0.200911018724345,0.306949607832504,0.0383426082726594,0.932963126028874,0.758079515762322,0.702704088450133,0.0886369844304835,0.15280591328432
